compound_id,smiles,fitness,generation,chromosome,parent1_id,parent2_id
0,COc1ccc(CCNC(=O)[C@H]2CN(C)CCO2)c(Cl)c1,-0.5034587154730186,0,"[ 1.378434    0.8134637   1.3678542  -0.23776162  0.32623225  0.56986856
 -0.60313606  0.59783566  1.107013   -0.7198182   0.49227607  1.6539233
  1.9907234   0.00465222 -0.88621277  1.6304636  -0.21837837  0.4889665
 -0.23684159 -1.0373554   1.3567356   0.22248022 -0.41866732 -0.25948226
 -0.91172457 -0.5241847  -0.06414825 -0.68482554  0.6839186  -0.0607442
  2.0933836   0.35402006 -1.0940746   0.15317035  0.0302721  -1.3634601
  0.07603533  0.6013878  -0.04045404 -0.47248814 -0.18779369 -1.1530321
  0.53196645 -0.21713212  0.39448106 -0.32416257 -0.02946997 -0.40901464
  0.28571963  1.0456854   0.00506529  1.3202465  -1.1776804  -0.03553566
  0.5989306   0.0873805  -1.4018781  -0.79419756 -0.28377855 -0.52258945
 -1.049799    1.4828513   0.37690508 -1.8537989  -0.3915068   0.08515492
  0.12596345  0.29176658 -0.7797225  -0.63792396  0.02527793 -0.11058457
 -0.7496485  -0.45110342 -0.72424614 -0.12982348 -0.64228976 -0.24259004
  0.07338803  0.5512094   1.4191072  -0.01984009 -0.21342929  0.08497764
 -0.77157825 -0.62176794  0.6253624   0.25708508 -0.04233132 -0.09179636
  0.30471677  0.35774517  0.18180695  0.18158048  0.8842771  -0.20173287
  0.15399738 -0.40715122  0.58388984 -0.1527482   0.45553493  0.04523948
  0.06009931  0.06035757  0.12147491  0.07149136  0.403452    0.43317974
  0.16153651  0.06331115  0.06832334  0.10799253 -0.98705447 -0.27925584
  0.05894783  1.9126322  -0.49712777 -0.33429095 -1.2649534  -0.17150204
 -0.6356078   0.03260233  0.1265772   0.01699768 -0.19074737 -0.6429233
 -1.6118323  -0.21647024]",,
1,CCC[C@@H](C)NC(=O)[C@@H]1CCC[NH+](Cc2ccc(NC(C)=O)cc2)C1,-2.1106757003422487,0,"[-1.54036462e-01  1.21238542e+00 -1.52428293e+00 -9.77257609e-01
 -7.00493157e-02 -1.84687078e-02 -2.18809903e-01  7.16846704e-01
 -1.57172394e+00  1.51420009e+00  2.49638844e+00  8.72643411e-01
 -4.28952396e-01  7.14066565e-01 -8.05322170e-01  1.40048313e+00
  3.82181227e-01  1.94647264e+00 -1.11929297e-01  7.29502201e-01
  5.11293173e-01 -1.82001948e+00 -1.52161464e-01  6.01158738e-01
 -1.44603515e+00  2.90950537e-02 -1.13091743e+00 -2.55677789e-01
  3.13710093e-01 -4.77135658e-01 -1.93255484e-01 -4.15003359e-01
  7.62587786e-02  3.28842014e-01 -9.55300987e-01  9.49575722e-01
 -1.03744283e-01 -2.99020708e-01 -1.67667437e+00  2.69894958e-01
  2.46073425e-01  6.92599773e-01  3.88334095e-01  1.04022455e+00
 -8.44403982e-01 -6.21043622e-01  2.49387503e+00 -8.42760086e-01
 -5.10063648e-01  1.57946086e+00 -1.48705721e-01 -1.69773221e+00
 -5.61389744e-01 -1.03238714e+00  1.28556013e-01 -1.73447639e-01
  7.63822079e-01 -8.41856480e-01  1.28673172e+00  1.28255379e+00
  2.92158425e-01  4.19776797e-01 -5.80370724e-02 -1.18266785e+00
 -4.27798301e-01  6.12612814e-02  5.99111505e-02  6.28507659e-02
  9.18235779e-02  1.15710631e-01 -5.64632602e-02  2.27870494e-02
  1.69737399e-01  1.28262863e-01 -3.36632669e-01 -1.39657423e-01
  2.41894156e-01 -2.03311443e-03  3.44967619e-02  1.50211394e-01
  1.41790462e+00 -3.21297124e-02 -1.88149154e-01  1.07936412e-02
  8.43487144e-01 -5.11761665e-01  1.23161674e+00  1.65187582e-01
 -1.60544813e-01  3.20224196e-01  5.16341329e-01  2.21857905e-01
 -4.00394052e-02 -1.38497278e-01  2.36234039e-01  2.45786440e-02
 -1.79777741e-01 -5.94962686e-02 -6.81195855e-02 -3.49423140e-02
 -4.00461555e-02 -1.21125668e-01 -2.16837646e-03  2.26367898e-02
  5.98760359e-02  8.39815617e-01  2.21998841e-01  1.39824986e+00
 -1.20667845e-01 -3.22681256e-02  7.10605383e-02  8.35469365e-02
 -9.06374991e-01  1.88345611e-01  4.66562137e-02  2.66259372e-01
 -2.95590907e-01 -1.06171966e+00  1.09412864e-01  9.22010779e-01
 -5.90181410e-01  3.91143560e-02 -9.64112878e-02  1.01849906e-01
 -1.92183405e-02  1.88935399e-02 -6.67927682e-01 -2.55467445e-01]",,
2,Cc1cccc(C)c1NC(=O)[C@H](C)SCc1csc(-c2ccc(F)cc2)n1,2.6896452323561117,0,"[-1.89869261e+00 -1.07766247e+00 -4.32651907e-01 -1.00240421e+00
 -1.51101220e-02 -6.62510455e-01 -5.47213435e-01 -7.54538059e-01
 -1.48062468e+00 -2.07130879e-01  1.14799094e+00  5.49567044e-01
 -4.76942003e-01  9.17733371e-01 -7.98925698e-01  1.08066297e+00
  2.13540077e-01 -5.24950922e-02 -4.95769769e-01  8.99947286e-01
  1.86926603e-01 -6.26218140e-01  2.98234284e-01  1.42780614e+00
  4.96840298e-01 -1.65472537e-01 -9.63389456e-01 -1.74050891e+00
 -8.29501808e-01 -3.00576657e-01 -1.19042552e+00 -1.45896649e+00
  7.26432204e-02 -4.89588439e-01 -9.95324731e-01 -2.27112651e-01
 -1.22141671e+00  4.09272909e-02  7.28453994e-02 -2.63272405e-01
 -1.06050420e+00 -2.89160371e-01  8.22065771e-01 -1.42058134e+00
 -4.72500920e-02  1.48497391e+00  1.10434115e+00 -9.82908249e-01
  8.40380192e-02 -1.52011526e+00 -4.68507886e-01  2.45012045e-02
  1.27666497e+00  7.53235459e-01  1.54788911e+00  4.24596488e-01
  1.31058586e+00 -1.14215684e+00  1.18589535e-01  1.17456460e+00
 -2.05269873e-01 -1.24927735e+00  2.96129435e-01  4.48259652e-01
 -7.25926220e-01  1.38050720e-01  3.96944471e-02  4.68919218e-01
 -7.18664885e-01  1.38533854e+00 -2.34459341e-01  1.28678977e-02
  4.90229934e-01  2.12843776e-01  2.79223144e-01 -8.37805271e-01
 -1.38473868e+00  4.08236682e-01  7.57011712e-01  4.35512632e-01
  1.10543454e+00 -1.41301796e-01  7.73526579e-02  1.45640254e-01
  1.51957527e-01  8.22263956e-03  7.77567506e-01 -8.67459998e-02
  1.72347456e-01 -7.44208694e-02 -2.26916030e-01 -2.41463169e-01
 -5.14864206e-01 -1.04690725e-02 -4.19917345e-01  1.32211179e-01
 -4.17416215e-01  8.06791663e-01 -5.13050675e-01 -5.60989380e-02
 -5.38347661e-01 -6.34507909e-02 -2.40339190e-02 -3.81161943e-02
 -1.03381410e-01  1.63378894e+00  5.95337689e-01 -5.91703176e-01
  5.28256655e-01 -6.68343157e-03  8.61598969e-01  6.07475638e-04
 -1.74213445e+00 -5.87593615e-01  1.08220413e-01 -9.75888193e-01
 -1.71588123e-01 -4.17232335e-01 -7.89309561e-01 -1.78886437e+00
 -8.40797544e-01 -1.71888191e-02  1.74176589e-01  5.68553135e-02
 -4.24297154e-02  7.82927692e-01  1.16533697e-01 -7.54551739e-02]",,
3,C[C@@H]1C[C@@H]2CCCC[C@@H]2[NH+]1CC(=O)Nc1ccc(C(=O)N(C)C)cc1,-2.475671018639484,0,"[-0.22975788  0.02945536  0.15376484  0.10253909 -0.1642724   0.44872665
 -0.38192314  0.62003326 -0.17977977 -0.83332086 -1.4337553   1.070449
  0.82382476  2.062963   -1.188755    0.61056757 -0.28905925 -0.42160684
 -0.885397   -0.33856845 -0.98096156  0.6187822   0.05779298 -0.48258293
  0.52448714  0.14436567  0.33099133  0.41288072  1.1759427  -0.09743178
 -1.1165308  -0.14259773  2.4447768   0.20066327  0.3140559  -1.6272802
  1.5343528   0.78204644 -0.29976887 -1.140584   -0.24321884  2.0648737
 -0.33562016  0.60463893  0.2841864   0.18278736 -0.36029425 -0.73842776
 -0.7788291   0.19788754  0.3258232   0.02422755 -0.65045726 -1.4796724
 -2.0012724  -0.33208692  0.36730468  0.9777189   1.0735765  -0.07308283
  0.85492504 -0.13336939 -1.1076427  -1.559165   -0.20428029  0.01747016
 -0.00905553  0.05200344  0.23242623 -1.0735646   0.06687345 -0.04757504
  0.60375166  0.00952429  0.04953277  0.10912368  0.5181333  -0.05656264
 -0.3029478  -0.00913945  1.3796225  -0.08939805  0.10970376  0.03889276
  0.7831199  -0.14342876 -0.34608358 -0.33701727 -0.1910605   0.14141051
 -0.6892181   0.17853901  0.13041638 -0.2391639   0.7770697   0.24804129
 -0.14628547  0.2816899   0.10418113  0.21686333 -0.39054278 -0.07787888
  0.02112938  0.00409119 -0.02813337  1.0803492  -0.17567247 -0.33052474
 -0.33476818 -0.07520001 -0.26191676 -0.15913649 -1.1267331   0.17497227
 -0.04927175  0.27809393 -0.1759371  -0.66627276  0.52146554 -0.4998875
 -0.45454502  0.19645554 -0.21752685  0.2109821  -0.11291502 -0.46322992
 -0.26511306  0.1068261 ]",,
4,COc1ccccc1[C@H]1CN2C(=O)CN(CCCO)C(=O)[C@]2(C)c2[nH]c3ccccc3c21,-0.6400791152948644,0,"[-4.44379330e-01  4.44829077e-01 -6.91120982e-01 -3.63617122e-01
 -5.07371277e-02  1.07897377e+00  8.09659421e-01 -6.83074474e-01
  5.90272307e-01  1.31400692e+00  4.66374099e-01  7.07306266e-01
 -1.18415797e+00 -2.08078647e+00  1.25801849e+00 -7.67100453e-01
 -5.84733188e-01  1.11763990e+00  1.32893813e+00 -7.89722145e-01
  3.92552042e+00 -3.78012896e-01  1.60646892e+00 -1.15158725e+00
 -2.49854803e-01 -5.83266258e-01  1.64835513e-01  9.71713185e-01
  3.33451420e-01 -3.83505344e-01 -1.01203310e+00  4.80203152e-01
  3.36277485e-03 -2.64191329e-02 -7.10840642e-01 -7.43135929e-01
 -2.65377939e-01  3.67074823e+00  7.18924999e-01  1.30209887e+00
  3.85683686e-01 -2.23806572e+00 -9.75693583e-01 -3.22171420e-01
  2.97137171e-01 -1.77032971e+00  7.82546639e-01  9.91340518e-01
  7.23033130e-01 -8.45592499e-01 -5.11438251e-01 -3.66484880e-01
  6.73242867e-01  2.81983805e+00 -2.62999153e+00 -4.51441139e-01
  9.17507648e-01  1.21424603e+00 -5.06924868e-01  2.17737749e-01
 -3.23524773e-01  6.74274325e-01  5.78594804e-01  5.44937253e-01
  3.70994985e-01 -8.55184942e-02 -1.35453254e-01  5.64456098e-02
  7.88578019e-02  2.08932900e+00 -1.56139404e-01  7.48546869e-02
 -4.08330351e-01 -6.37804791e-02 -4.92472947e-01  1.88795298e-01
 -2.96460629e-01 -1.35628134e-01 -5.35942763e-02 -6.71094894e-01
  1.16493428e+00  1.58115238e-01  2.47557610e-01 -5.50419092e-02
 -1.83438623e+00  4.93169665e-01  4.23693419e-01 -6.80453330e-02
 -1.95408449e-01 -4.64612901e-01  4.78828758e-01  1.07361406e-01
  3.16509932e-01  1.73175916e-01  4.01548892e-01 -4.85656261e-01
 -4.36721742e-02 -2.66611576e-04  5.38469970e-01  1.05168670e-01
  6.89937592e-01 -2.87452430e-01  1.10889524e-01  2.00567231e-01
  2.42980309e-02  7.24725664e-01 -3.14463347e-01  1.13875374e-01
  5.59743524e-01 -7.44214132e-02  1.40156150e-01  1.29504234e-01
  6.51551366e-01  1.13156259e-01  2.41836101e-01 -3.28305632e-01
  5.96028805e-01  8.18135381e-01 -1.25387490e-01 -1.03758872e-01
  1.28706563e+00 -2.25278199e-01 -4.03986536e-02 -5.55620313e-01
  2.84455061e-01  4.57735449e-01 -2.44781658e-01  3.71858597e-01]",,
5,CCOc1ccc(OCC)c(NC(=O)c2cccc(Cl)c2Cl)c1,3.2681052447732517,0,"[ 1.53624344e+00  4.14923966e-01 -7.89597631e-01  4.32280928e-01
 -2.10708752e-01  4.14865315e-02  1.40911877e-01 -8.55861783e-01
 -1.45601177e+00 -2.29761362e-01  3.80630016e-01  1.05183095e-01
  3.02748024e-01 -8.09176564e-02 -4.25850153e-02  6.70580804e-01
 -7.42818475e-01 -2.06416398e-01  6.92262920e-03 -1.58633304e+00
  9.90125239e-01  2.76691937e+00 -8.71778965e-01  1.04819250e+00
 -4.30750400e-01 -8.98230433e-01 -3.21845889e-01 -1.56056178e+00
 -1.32231688e+00  3.11980247e-02  1.04400307e-01  1.52149105e+00
 -6.25154316e-01 -2.76849508e-01  5.00836313e-01 -6.00062609e-02
 -8.42279971e-01 -1.01922870e+00 -6.81148529e-01 -1.26329434e+00
 -2.27603465e-01 -1.13616037e+00  1.58050776e+00 -2.89105952e-01
  2.88750291e-01 -1.59759080e+00 -3.54478002e-01  6.05016291e-01
  8.09596419e-01  1.37970507e-01 -1.67121780e+00 -7.34394193e-01
 -1.01903260e+00 -6.08222902e-01  1.42813039e+00 -4.84704673e-01
 -6.67167783e-01 -1.20669341e+00 -1.40615940e+00  1.07297540e+00
  1.31435490e+00  3.69368553e-01  1.39858484e+00  8.07677627e-01
  4.99981165e-01 -1.67565599e-01  1.08299330e-02  8.60518456e-01
 -2.43903250e-01  1.54880869e+00  3.68453972e-02  9.86661986e-02
  2.35691667e-02  7.60062039e-03  6.77481651e-01  1.79657802e-01
  7.90637255e-01  3.92470174e-02  1.14463329e-01 -2.75208890e-01
  8.67703915e-01 -3.21384430e-01 -1.23565711e-01  2.77867019e-02
  3.31404001e-01  1.91074580e-01  5.65350294e-01 -1.56085759e-01
 -1.35494575e-01 -3.32449824e-01  2.97062695e-01 -6.48269296e-01
 -3.34572554e-01  5.16750365e-02  9.21045691e-02  2.28322506e-01
 -4.32372093e-01 -2.39249557e-01 -6.29710853e-01  1.82080269e-03
 -4.93520051e-02  2.61257857e-01  4.68519703e-02  1.17776707e-01
  6.36330545e-02  3.63930285e-01 -1.52958632e-02 -4.65338677e-01
  2.71478564e-01  2.24701554e-01 -6.56968951e-01 -1.30557224e-01
  2.02040386e+00 -6.02299035e-01  1.46039709e-01 -2.63438284e-01
 -1.74015164e-01  1.49858117e-01  3.90459538e-01 -1.33891428e+00
  4.34063226e-01 -1.48868337e-01  6.03178978e-01  5.94368100e-01
 -3.52181420e-02 -5.99753916e-01 -9.49522495e-01 -4.14965987e-01]",,
6,CCCc1sc(N/N=C/c2cccnc2)nc1-c1ccc(Br)cc1,2.6340251758134383,0,"[ 5.2803195e-01  1.9031005e+00 -3.8637309e+00  1.5499947e+00
 -1.0967527e-02  1.6900088e+00 -1.7490660e-01 -5.9953660e-01
  8.9776969e-01  1.4833765e+00 -1.9224663e+00 -1.2236512e+00
 -1.7013988e+00 -1.2158823e+00 -6.5881109e-01 -5.1984525e-01
  1.1942472e+00  2.9715931e-01 -1.0037028e-01 -5.8839595e-01
 -1.1882304e-01 -1.1592393e+00  1.3915131e+00  2.8120220e-01
  4.3574685e-01  2.3535669e-01 -7.6639652e-02  2.5744873e-01
  1.0728356e+00 -5.3890049e-01 -1.5644759e-02  4.2222565e-01
 -3.6201119e-01  4.2895368e-01  2.9952812e-01 -6.4713836e-01
 -1.2722092e+00  8.9354825e-01  5.3628957e-01 -1.4237773e-01
 -1.3289980e+00  7.0231551e-01 -3.7092257e-01 -8.8774693e-01
 -2.7262574e-01  2.9772520e-03 -5.9819412e-01 -1.3706137e-01
  1.3125660e+00  1.3843279e+00  3.1264299e-01 -1.1338351e+00
 -4.8419321e-01  5.4115391e-01  2.3748114e+00 -1.5735012e-01
 -1.3550513e+00 -1.3118457e+00 -1.2189219e+00 -9.9622458e-02
  2.3103666e-01 -7.0258558e-01  1.5355915e+00  4.1209257e-01
  1.0627444e+00 -2.9989257e-03 -9.1738693e-02  3.6775714e-01
  5.6412494e-01  6.9310033e-01  2.1598029e-01 -1.8181732e-01
  4.0071431e-01 -3.3523929e-01  2.6148492e-01  2.6113620e-01
 -1.9744635e-03 -1.6955820e-01 -8.8589519e-01 -7.3658383e-01
  1.7012072e+00  3.4694558e-01 -1.2719169e-02 -2.2484574e-01
  4.2178804e-01  5.3262210e-01 -7.1862495e-01 -3.4986276e-02
 -1.8076953e-01 -2.4157274e-01  2.4970999e-01  6.5351009e-01
  7.8740573e-01 -4.5148145e-02 -1.3105315e+00 -2.6650602e-01
  4.1283166e-01  3.5341161e-01  9.0623319e-01  6.5661573e-01
  3.9177701e-01 -7.9360247e-02  1.4586999e-01 -2.6035064e-01
 -1.2572190e-01  3.2193822e-01  4.0858221e-01  1.3288949e+00
 -7.5131285e-01 -9.6309252e-02 -4.3317288e-01 -9.7286627e-02
  6.7236722e-02  8.0970728e-01  7.8436613e-02 -6.4787567e-02
  3.4196708e-01  2.5040320e-01  3.6727333e-01  4.1505736e-01
  3.1042624e-01 -1.3719828e-01 -2.8625348e-01 -3.0063397e-01
  3.1641632e-02  2.0448114e-01  3.6294150e-01  5.6173766e-01]",,
7,CCc1noc(CC)c1CC(=O)NCc1cccc(CO)c1,0.4406281137689601,0,"[ 9.20304358e-01 -1.21738024e-01 -3.57181168e+00 -1.85808134e+00
 -1.22081429e-01  2.08803439e+00  4.81605530e-04  1.44293875e-01
 -8.64478350e-01  1.28162265e+00  7.07422614e-01  5.19254267e-01
  1.42222261e+00 -3.11840326e-02 -8.85560155e-01  7.59072006e-01
  1.59558594e+00 -1.41505525e-01  1.78105175e-01 -1.33580041e+00
  1.98990846e+00 -1.92281199e+00  1.08083814e-01 -2.13120699e-01
  3.59580517e-02  5.91873407e-01  1.13009286e+00  5.49670696e-01
  9.01084393e-02 -8.35483551e-01 -2.72845119e-01  1.85089156e-01
 -2.76646793e-01  3.21852565e-01 -7.06518888e-01 -1.84664440e+00
 -3.61496419e-01  1.26777613e+00  2.13205516e-01 -9.00034904e-02
  5.77133447e-02  6.22836709e-01  1.34452462e-01  1.61556411e+00
  5.07285595e-01  1.03018010e+00  3.22955161e-01  6.95657909e-01
  1.29996753e+00  2.04907030e-01 -1.62958896e+00 -6.71083331e-02
  4.62967813e-01  3.86236191e-01  9.45773959e-01  8.57573748e-01
 -2.69834518e-01  8.61904562e-01 -1.56105787e-01  4.47613895e-01
 -1.67447352e+00  5.52870035e-01 -6.85464084e-01  5.54611385e-02
  4.60656822e-01 -1.46641508e-01 -6.55583665e-02 -3.36042464e-01
 -4.04682785e-01  5.87874115e-01 -7.44530410e-02  6.12556338e-02
 -5.11864781e-01  3.73824239e-01  4.27891552e-01 -2.48254195e-01
  1.85036272e-01  1.29073218e-01  8.07735994e-02  5.26731372e-01
  7.48720527e-01  1.26287162e-01 -3.94358039e-02 -1.03183150e-01
  7.34271944e-01 -8.60079080e-02  3.65605026e-01 -5.70519194e-02
  2.01749682e-01 -1.92748174e-01  6.45502433e-02 -1.68642282e-01
 -1.11002713e-01  1.97923869e-01 -2.89853483e-01  7.39468038e-02
 -6.22916371e-02 -4.66153562e-01 -7.99619555e-02 -4.47710156e-02
  3.44971776e-01 -1.86315943e-02  5.22590578e-02  1.42509229e-02
 -7.23160356e-02 -1.83809662e+00 -6.53676867e-01 -5.57313383e-01
 -6.94350302e-02  7.05355704e-02  5.49701214e-01 -2.94564962e-02
 -2.39049718e-01 -1.90337062e-01  1.18548870e-01 -4.55444515e-01
  2.24978477e-01  2.68202990e-01  2.26474598e-01 -9.22454894e-01
 -4.28645134e-01 -2.58757949e-01  1.23606808e-01  1.59374982e-01
  4.19229642e-03 -8.10976624e-02  9.09742057e-01 -6.45625740e-02]",,
8,O=C(N(CCO)Cc1ccccc1)C1(c2cc(-c3ccc(Cl)cc3)on2)CC1,1.612331770987594,0,"[-2.04981670e-01  1.02267385e+00 -8.59072089e-01  5.75661659e-01
  1.31954476e-01 -2.47326231e+00  7.68305063e-01  4.73541319e-01
  1.61781073e-01  2.81813765e+00  1.04502380e-01  4.45248753e-01
  3.93330860e+00 -1.46883094e+00  4.22966480e-03 -2.86041284e+00
  1.42283809e+00 -8.95238757e-01  4.41370249e-01  1.15043592e+00
  3.96642566e-01 -2.77530074e-01 -3.49016964e-01 -1.24175632e+00
  4.69702482e-03  1.25606954e-01  1.59827948e+00  4.53682303e-01
  3.89274955e-02 -4.97259438e-01 -2.43165445e+00  5.71691632e-01
 -8.16278219e-01  1.96892619e-02 -2.31892490e+00 -1.29487443e+00
 -1.71681046e+00  7.16321468e-02  5.29900193e-01  1.33180511e+00
 -4.60517049e-01 -3.50011021e-01 -4.23054397e-02 -3.40592384e-01
  1.18835375e-01  1.83885229e+00  3.41872811e-01 -2.45505929e-01
  1.04260850e+00 -1.30277729e+00 -2.32305837e+00 -8.73679698e-01
 -5.36237955e-02  9.81130719e-01  2.89098114e-01  7.80848503e-01
 -9.16105509e-01  1.30305958e+00 -1.95281780e+00  9.61973429e-01
  1.30454206e+00 -5.09990513e-01 -3.70514393e+00  1.00674796e+00
 -2.56297499e-01 -1.22136742e-01  1.91989928e-01  2.07960129e-01
 -3.22534442e-01 -4.03617978e-01 -2.11960450e-02  7.36733377e-02
  4.04579759e-01  3.11853796e-01 -7.47970939e-02 -1.59459695e-01
 -8.60493839e-01 -4.35054451e-02  3.33469398e-02  1.50996447e-01
  1.03868091e+00 -1.02581933e-01 -1.83244318e-01  2.36373335e-01
  6.18433505e-02  4.94346887e-01 -4.33335006e-02  1.76061332e-01
 -2.69655526e-01  1.55326398e-02  3.17452610e-01 -2.14800671e-01
 -2.45889992e-01 -6.70708865e-02 -1.04461884e+00  3.94971043e-01
  4.68068458e-02  3.83307815e-01 -4.85387921e-01 -2.37703323e-04
 -4.20421436e-02 -1.81500241e-03 -1.03747293e-01  3.52859735e-01
  3.53257842e-02  8.16229582e-01  6.54110909e-02 -1.40782773e-01
  6.11952469e-02  2.16222435e-01 -1.24925971e-01 -5.06064110e-02
 -7.62530386e-01 -5.98087788e-01 -9.77589935e-03 -7.00150371e-01
 -5.05012572e-01 -6.20201886e-01 -4.32982206e-01  2.32339963e-01
 -1.00448012e+00  7.88011402e-02 -4.75463420e-02  1.71318650e-02
 -7.04278946e-02  8.68951797e-01  9.38527346e-01 -3.29954505e-01]",,
9,C[C@H](Cc1ccccc1)Nc1nc2ncnc-2c(N)n1C,-0.49168476142110634,0,"[ 1.7926568e+00 -7.0880210e-01  2.0394805e-01 -1.6145730e+00
  4.5717633e-01  8.6275470e-01  2.5372577e-01 -1.0554342e+00
 -2.0862207e-02 -1.5555768e+00  5.6735104e-01 -1.7824718e+00
 -1.4694891e+00  7.3324955e-01 -2.8376124e+00 -1.0508854e+00
 -2.3276584e+00 -8.4154010e-02 -3.4986445e-01 -3.2251224e-01
 -2.3532133e+00 -1.5829716e+00  1.1049932e+00  1.2242794e-03
  5.8515191e-01  8.5843003e-01 -1.0620968e+00 -1.1081535e+00
 -3.9683175e-01  1.2460883e+01  3.2046422e-02  1.5559895e+00
  5.3102112e-01  9.8722148e-01 -7.4430627e-01 -8.8712478e-01
  2.5321108e-01  4.8590374e-01 -4.5583630e-01  1.5933061e+00
 -1.3692993e+00  3.9625543e-01 -1.5179613e+00  1.1166288e+00
 -5.7938921e-01 -2.1648495e+00 -8.0040354e-01  1.4840581e+00
  6.4789474e-01  2.0103461e-01  2.7438188e+00  4.7130990e-01
 -2.7438235e+00  1.2615469e-01  4.1604951e-01 -7.4460435e-01
 -1.7511505e-01 -3.0581508e+00 -1.9906906e+00 -5.6605905e-01
  8.8625312e-02 -4.2388672e-01  4.0472579e-01  2.5413364e-01
 -4.6156788e-01  2.6845947e-01 -2.0330247e-01 -3.9781156e-01
  1.3298084e-01  7.9385895e-01  1.2115539e-01 -1.3668025e-01
  4.4306582e-01 -1.7737843e-02 -7.2889316e-01 -1.6030271e-01
  2.2729503e-01 -7.1434788e-02 -1.9124010e-01 -4.5883507e-03
  1.3145654e+00  1.9781357e-01 -3.7885197e-02 -1.0950169e-01
  5.4940104e-01  4.0853339e-01 -2.3023823e-01 -6.3315257e-03
  1.4267795e-01 -3.0510661e-01  4.3807516e-01 -1.9160524e-01
 -1.9360553e-02  1.8042587e-02  1.6132137e-01  2.8359577e-01
  1.5720880e-01 -2.8484073e-01  3.0578560e-01  9.4187297e-03
  4.4006050e-02 -1.3381477e-01  1.0534190e-02  6.6741630e-03
 -1.3698985e-01  4.4788530e-01  1.1964730e+00  1.3336630e-01
 -1.4580311e-01 -2.2962540e-01 -2.3171481e-01  6.4612456e-02
  5.8154500e-01  5.7264525e-01  4.1822426e-02 -3.6106741e-01
  1.7473241e-02 -2.9282987e-01 -7.6446325e-02 -4.2204678e-01
 -4.8377076e-01 -3.2140739e-02  1.4869794e-02  7.8815810e-02
  1.8095553e-02  4.5593587e-01 -6.9582313e-03  7.2830856e-02]",,
